product,description,page
ARDEX G8S FLEX 1-6,"Opis: Elastyczna masa fugowa, szybka. Na bazie cementu. Do spoin o szerokości od 1 do 6 mm. Szybkowiążąca i elastyczna. Odporna na działanie brudu i wody. Tworzy zwartą i gładką powierzchnię fugi. dobra przyczepność do krawędzi okładzin. duża wytrzymałość. Bez wypełniaczy kwarcowych. Z ochroną zapobiegającą powstawaniu pleśni. Nadaje się do ogrzewania podłogowego i ściennego. Do fugowania płytek ceramicznych, płytek szklanych, nie wrażliwych na działanie wilgoci płyt z kamienia naturalnego i płyt betonowych, mozaiki szklanej, porcelanowej i ceramicznej. Do stosowania: wewnątrz i zewnątrz. Proporcje mieszania: ok. 2,75 litra wody : 12,5 kg proszku. Stosunek mieszania: ok. 1 część wody : 3,4 części proszku. Gęstość nasypowa: ok. 1,3 kg/l. Gęstość świeżej zaprawy: ok. 2,0 kg/l. Zużycie materiału: szerokość spoiny 3 mm, głębokość spoiny 5 mm dla płytek ceramicznych i mozaiki: 60 x 60 cm ok. 0,10 kg/m2; 30 x 60 cm ok. 0,15 kg/m2; 30 x 30 cm ok. 0,20 kg/m2; 15 x 15 cm 0,35 kg/m2; 10 x 10 cm ok. 0,50 kg/m2; 5 x 5 cm ok. 1,00 kg/m2. Dodatkowe straty związane z nanoszeniem zbyt dużej ilości materiału, wynoszą w zależności od powierzchni płytek i sposobu aplikacji od 0,05 do 0,10 kg / m2. Twardość mierzona kulką: po 1 dniu ok. 40 N/mm2; po 3 dniach ok. 55 N/mm2; po 7 dniach ok. 75 N/mm2; po 28 dniach ok. 80 N/mm2. Przydatność w systemie ogrzewania podłogowego: tak. Czas pracy (+20°C): ok. 30 min. Możliwość obciążania ruchem pieszym (+20° C): po ok. 90 minutach. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu Kolor EAN-Nr Paleta 5 kg worek 19594 biały 40 24705 19594 2 208 worków 5 kg worek 19591 pergamon 40 24705 19591 1 208 worków 12,5 kg worek 19600 srebrnoszary 40 24705 19600 0 80 worków 5 kg worek 19593 srebrnoszary 40 24705 19593 5 208 worków 5 kg worek 19588 jasnoszary 40 24705 19588 1 208 worków 5 kg worek 24116 szary 40 24705 24116 8 208 worków 12,5 kg worek 19599 kamiennoszary 40 24705 19599 7 80 worków 5 kg worek 19587 cementowoszary 40 24705 19587 4 208 worków 5 kg worek 24180 kamiennoszary 40 24705 24180 9 208 worków 12,5 kg worek 19601 cementowoszary 40 24705 19601 7 80 worków 5 kg worek 19595 cementowoszary 40 24705 19595 9 208 worków 12,5 kg worek 19598 bazalt 40 24705 19598 0 80 worków 5 kg worek 19585 bazalt 40 24705 19585 0 208 worków 12,5 kg worek 19597 antracyt 40 24705 19597 3 80 worków 5 kg worek 19582 antracyt 40 24705 19582 9 208 worków 5 kg worek 19589 jaśmin 40 24705 19589 8 208 worków 5 kg worek 19592 piaskowy beż 40 24705 19592 8 208 worków 5 kg worek 19583 bahama beż 40 24705 19583 6 208 worków 5 kg worek 19590 jurajski beż 40 24705 19590 4 208 worków 5 kg worek 24115 szarobrązowy 40 2470 24115 1 208 worków 5 kg worek 19584 bali brąz 40 24705 19584 3 208 worków 5 kg worek 19586 ciemnobrązowy 40 24705 19586 7 208 worków",83
ARDEX G9S FLEX 2-15,"Opis: Elastyczna masa fugowa, szybka. Na bazie cementu. Do spoin o szerokości od 2 do 15 mm. Specjalnie do gresu, na balkony i tarasy. Szybkowiążąca, elastyczna. Odporna na działanie brudu i wody. dobra przyczepność do krawędzi okładzin. duża wytrzymałość. Z ochroną zapobiegającą powstawaniu pleśni. Nadaje się do ogrzewania podłogowego i ściennego. Do fugowania płytek ceramicznych, płytek szklanych, nie wrażliwych na działanie wilgoci płyt z kamienia naturalnego i płyt betonowych, mozaiki szklanej, porcelanowej, ceramicznej oraz klinkieru, płyt wiórowych i płyt szklanych. Do stosowania: wewnątrz i zewnątrz. Proporcje mieszania: ok. 2,4 litra wody : 12,5 kg proszku. Stosunek mieszania: ok. 1 część wody : 4 części proszku. Gęstość nasypowa: ok. 1,3 kg/l. Gęstość świeżej zaprawy: ok. 2,1 kg/l. Zużycie materiału: szerokość spoiny 6 mm, głębokość spoiny 5 mm dla płytek ceramicznych: 60 x 60 cm ok. 0,20 kg/m2; 30 x 60 cm ok.. 0,30 kg/m2; 30 x 30 cm ok. 0,40 kg/m2; 15 x 15 cm 0,60 kg/m2; 10 x 10 cm 0,90 kg/m2; 5 x 5 cm 1,80 kg/m2. Dodatkowe straty związane z nanoszeniem zbyt dużej ilości materiału, wynoszą w zależności od powierzchni płytek i sposobu aplikacji od 0,05 do 0,10 kg/m2. Twardość mierzona kulką: po 1 dni ok. 35 N/mm2; po 3 dni ok. 40 N/mm2; po 7 dni ok. 50 N/mm2; po 28 dniach ok. 60 N/mm2. Przydatność w systemie ogrzewania podłogowego: tak. Czas pracy (+20°C): 30 minut. Możliwość obciążania ruchem pieszym (+20°C): po upływie ok. 90 minut. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamknięty opakowaniu. Opakowanie Nr artykułu Kolor EAN-Nr Paleta 12,5 kg worek 55087 srebrnoszary 40 24705 19557 7 80 worków 5 kg worek 55088 srebrnoszary 40 24705 19541 6 208 worków 12,5 kg worek 55087 szary 40 24705 19547 8 80 worków 5 kg worek 55088 szary 40 24705 19542 3 208 worków 12,5 kg worek 55087 cementowoszary 40 24705 19553 9 80 worków 5 kg worek 55088 cementowoszary 40 24705 19543 0 208 worków 12,5 kg worek 55087 bazalt 40 24705 19555 3 80 worków 5 kg worek 55088 bazalt 40 24705 19544 7 208 worków 12,5 kg worek 55087 antracyt 40 24705 19556 0 80 worków 5 kg worek 55088 antracyt 40 24705 19545 4 208 worków 5 kg worek 55088 piaskowy 40 24705 19546 1 208 worków",84
ARDEX G 10 PREMIUM,"Opis: Elastyczna zaprawa fugowa, PREMIUM. Do szerokości fug od 1 do 10 mm. Wysoka trwałość koloru. Bardzo gładka powierzchni spoiny. Elastyczna. Wysoka odporność na wnikanie wody i zabrudzenia. Wysoka przyczepność do krawędzi okładzin. Wysoka wytrzymałość. Na ogrzewanie podłogowe i ścienne. Na bazie cementu. W zależności od techniki fugowania i powierzchni płytek należy uwzględnić dodatkowe zużycie na poziomie 0,05-0,10 kg/m2. Do fugowania: – wszelkich okładzin ceramicznych, – okładzin szklanych, – do kamienia naturalnego i płyt betonowych (odpornych na wilgoć), – mozaik szklanej, porcelanowej, ceramicznej, – szczególnie do okładzin gresowych. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Proporcje mieszania: ok. 1,7 l wody : 5 kg proszku. Ciężar właściwy: ok. 1 kg/l. Ciężar świeżej zaprawy: ok. 1,7 kg/l. Zużycie materiału: przy szerokość spoiny 3 mm i głębokości 5 mm dla płytek: 60×60 cm ok. 0,10 kg/m2; 60×30 cm ok. 0,15 kg/m2; 30×30 cm ok. 0,20 kg/m2; 15×15 cm ok. 0,35 kg/m2;10×10 cm ok. 0,45 kg/m2; 5×5 cm ok. 0,90 kg/m2. Czas pracy (20°C): ok. 30 min. Możliwość obciążania ruchem pieszym (20°C): po ok. 90 min. Przydatność w systemie ogrzewania podłogowego: tak. GISCODE: ZP 1 - zawiera cement niskochromianowy. EMICODE: EC1PLUSR - bardzo niski poziom emisji. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu Kolor EAN-Nr Paleta 5kg wiadro 32512 biały 40 24705 32512 7 78 wiader 5kg wiadro 32513 pergamon 40 24705 32512 7 78 wiader 5kg wiadro 32514 srebrnoszary 40 24705 32513 4 78 wiader 5kg wiadro 32517 jasnoszary 40 24705 32514 1 78 wiader 5kg wiadro 32518 piaskowoszary 40 24705 32518 9 78 wiader 5kg wiadro 32520 szary 40 24705 32520 2 78 wiader 5kg wiadro 32521 kamiennoszary 40 24705 32521 9 78 wiader 5kg wiadro 32519 cementowoszary 40 24705 32519 6 78 wiader 5kg wiadro 32522 bazalt 40 24705 32522 6 78 wiader 5kg wiadro 32523 antracyt 40 24705 32523 3 78 wiader 5kg wiadro 32524 jaśmin 40 24705 32524 0 78 wiader 5kg wiadro 32526 bahama beż 40 24705 32526 4 78 wiader 5kg wiadro 32525 piaskowy 40 24705 32525 7 78 wiader 5kg wiadro 32527 jurajski beż 40 24705 32527 1 78 wiader 5kg wiadro 32528 szarobrązowy 40 24705 32528 8 78 wiader 5kg wiadro - bali brąz - 78 wiader",85
ARDEX FK NEU,"Opis: Wysokowytrzymała zaprawa fugowa, szybka. Do fugowania: –płytek ceramicznych i gresowych, –płyt betonowych, –kamienia naturalnego (niewrażliwego na przebarwienia), –płytek klinkierowych i łupka, w warsztatach, myjniach samochodowych, powierzchniach przemysłowych, schodach, tarasach i balkonach w zakresie szerokości od 2 do 12 mm. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Ciężar świeżej zaprawy: ok. 2,1 kg/l. Zużycie: przy szerokości spoiny 3 mm i głębokości 5 mm dla płytek lub średniej mozaiki: 60 x 60 cm ok. 0,10 kg /m2; 30 x 60 cm ok. 0,15 kg /m2; 30 x 30 cm ok. 0,20 kg /m2; 15 x 15 cm ok. 0,40 kg/m2; 10 x 10 cm ok. 0,60 kg /m2; 5 x 5 cm ok. 1,10 kg /m2. Czas użycia (20°C): ok. 30 minut. Możliwość chodzenia: po stwardnieniu po ok. 90 minutach. GISCODE: ZP1 zawiera cement, niskochromianowy. GEV EMICODE: EC1 R PLUS. Magazynowanie: w suchych pomieszczeniach 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu Kolor EAN-Nr Paleta 25 kg worek 4720 szary 9006445047199 40 worków 25 kg worek 4719 bazalt 9006445047205 40 worków",86
ARDEX RG12 1-6,"Opis: Drobnoziarnista fuga epoksydowa. Do fugowania płytek ceramicznych, łupka oraz mozaiki. Do klejenia mozaiki szklanej i porcelanowej na ścianach i podłogach. Do fugowania płyt ceramicznych, klinkieru i mozaiki, gdy zaprawy cementowe nie są wystarczająco odporne na obciążenia lub są zbyt mało trwałe, np. w: rzeźniach, mleczarniach, dużych kuchniach, browarach, akumulatorniach, basenach kąpielowych, prysznicach, łazienkach, pomieszczeniach sprzedaży, budowlach sportowych i wypoczynkowych oraz w innych zakresach, w których występują chemiczne lub wysokie obciążenia mechaniczne. Do szerokości fug od 1 do 6 mm. Do stosowania: wewnątrz i na zewnątrz, ściany i podłogi. Ciężar świeżej zaprawy: ok. 1,7 kg/l. Zużycie: przy szerokości spoiny 3 mm i głębokości 5 mm dla płytek lub średniej mozaiki: 15 x 15 cm ok. 0,30 kg/m2; 10 x 10 cm ok. 0,45 kg/m2; 5 x 5 cm ok. 0,90 kg/m2. Czas użycia (20°C): ok. 60 minut. Możliwość chodzenia: po stwardnieniu po ok. 12 godz. GISCODE: RE1 bezrozpuszczalnikowy. GEV EMICODE: EC1 R PLUS. Opakowania: 4 kg wiaderko - 3,2 kg żywicy + 0,8 kg utwardzacza; 1 kg wiaderko - 0,8 kg żywicy + 0,2 kg utwardzacza. Magazynowanie: w suchych pomieszczeniach 12 miesięcy w oryginalnie zamkniętym opakowaniu. Składować w pozycji pionowej, nie przewracać. Opakowanie Nr artykułu Kolor EAN-Nr Paleta 1kg wiadro 24038 antracyt - 384 wiadra 1kg wiadro 24039 bahama beż - 384 wiadra 1kg wiadro 24041 bali brąz - 384 wiadra 1kg wiadro 24040 bazalt - 384 wiadra 1kg wiadro 24037 szary - 384 wiadra 1kg wiadro 24090 szarobrązowy - 384 wiadra 1kg wiadro 24089 piaskowoszary - 384 wiadra 1kg wiadro 24036 srebrnoszary - 384 wiadra 1kg wiadro 24035 biały - 384 wiadra",87
ARDEX WA (fuga),"Opis: Fuga epoksydowa. Do fugowania płytek ceramicznych, płyt, płyt pilśniowych i mozaiki oraz do fugowania mozaiki ze szkła i porcelany na ścianach i podłogach. Odporna na chemikalia, wysoko odporny na obciążenia. Do fugowania płyt ceramicznych, klinkieru, płyt wiórowych i mozaiki, gdy zaprawy cementowe nie są wystarczająco odporne na obciążenia lub zbyt mało trwałe, np. w: rzeźniach, mleczarniach, dużych kuchniach, browarach, akumulatorniach, basenach i kąpieliskach, prysznicach, łazienkach, pomieszczeniach sprzedaży, budowlach sportowych i wypoczynkowych oraz w innych zakresach, w których występują chemiczne lub wysoko mechaniczne obciążenia. Do szerokości fug od 2 do 15 mm. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Gęstość świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: przy szerokości spoiny 3 mm i głębokości 5 mm dla płytek średniej mozaiki: 10×10 cm: ok. 0,45 kg/m2; 15×15 cm: ok. 0,30 kg/m2; 5×5 cm: ok. 0,90 kg/m2. Straty występują przy nakładaniu nadmiernej ilości materiału na płytki i wynoszą, w zależności od rodzaju płytki i sposobu nakładania, 0,10 do 0,20 kg/m2. Czas pracy (20°C): ok. 80 min. Czas układania płytek: ok. 80 min. Czas korygowania płytek: ok. 80 min. Możliwość obciążania ruchem pieszym (20°C): po wystarczającym wyschnięciu, po ok. 12 godz. GISCODE: RE 1 - bez rozpuszczalników. Opakowania: wiaderka po 3 kg pasty podstawowej „WA”, wieko po 1 kg utwardzacza „WA”. Magazynowanie: w suchych pomieszczeniach ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Pojemniki składować w pozycji pionowej, nie przewracać. Opakowanie Nr artykułu Kolor EAN-Nr Paleta 4 kg wiadro 60413 biały 40 24705 60413 0 96 wiader 4 kg wiadro 60412 szary 40 24705 60412 3 96 wiader",88
ARDEX RG CLEANER,"Opis: Preparat do usuwania pozostałości fug epoksydowych. Specjalny środek czyszczący do usuwania resztek epoksydowych po fugowaniu. Finalne czyszczenie płytek ceramicznych po pracach okładzinowych. Wstępne czyszczenie mocno zabrudzonych okładzin przed dalszymi pracami. Czyszczenie narzędzi po pracach z materiałami epoksydowymi. Oznakowanie zgodnie z GHS/CLP: GHS 05 „drażniący”, hasło: „niebezpieczeństwo” Oznakowanie zgodnie z GGSB/ADR: Klasa 8, UN 1719, II, drażniący, alkaliczny, płynny środek, GISCODE: GG 80 Zużycie: ręczna aplikacja: ok. 100 – 200 ml na 10 l wody; maszynowa aplikacja: ok. 300 – 400 ml na 10 l wody. Rozpuszczalność w wodzie: całkowita. Gęstość: ok. 1.10 g /cm3. Opakowanie: butelka 1 l. Wartość pH: ok. 14. Temperatura stosowania: od 15°C do 25°C. Magazynowanie: przez okres 24 miesięcy.",89
ARDEX SE,"Opis: Silikon sanitarny. Silikon uszczelniający ze środkiem grzybobójczym. Elastyczne wypełnianie szczelin dylatacyjnych, narożnych i końcowych wewnątrz i na zewnątrz. Łatwy do obróbki, dobre właściwości sczepne, odporny na wpływy warunków atmosferycznych, na promienie UV oraz stosowanych w handlu środków czyszczących i odkażających. Elastyczne wypełnianie szczelin dylatacyjnych, narożnych i łączących: - w łazienkach, prysznicach i toaletach; - w pomieszczeniach mieszkalnych na powłokach ceramicznych, przy drzwiach, oknach i elementach zabudowy; - na powłokach ceramicznych na balkonach, tarasach i fasadach. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Szerokość spoiny: do 30 mm. Temperatura pracy: +5°C do +40°C (temperatura podłoża). Główny czas wiązania: (ok. +23°C i 50% wilgotności powietrza) 10-12 min, po niewielu godzinach podatność na uszkodzenie filmu wierzchniego maleje. Prędkość utwardzania: (ok. +23°C i 50% wilgotność powietrza) ok. 2 mm/dzień; ok. 7 mm/tydzień. Wytrzymałość termiczna: -40°C do +180°C. Względne wydłużenie: ok. 25% szerokości fugi. Twardość według Shore’a: ok. 25 Zużycie materiału: 5×5 mm: ok. 12,0 m.b. z kartusza; 10×10 mm: ok. 3,0 m.b. z kartusza przy fugach narożnych zużycie jest dwukrotnie mniejsze niż podane wyżej. Magazynowanie: w chłodnym i suchym miejscu do ok. 24 miesięcy. Opakowanie Nr artykułu Kolor EAN-Nr Paleta kartusz 310 ml 73009 biały 40 24705 73009 9 - kartusz 310 ml 73041 pergamon 40 24705 73041 9 - kartusz 310 ml 73016 srebrnoszary 40 24705 73016 7 - kartusz 310 ml 73003 jasnoszary 40 24705 73003 7 - kartusz 310 ml 73042 manhattan 40 24705 73042 6 - kartusz 310 ml 73000 szary 40 24705 73000 6 - kartusz 310 ml 73040 cementowo-szary 40 24705 73040 2 - kartusz 310 ml 73017 bazaltowy 40 24705 73017 4 - kartusz 310 ml 73036 antracytowy 40 24705 73036 5 - kartusz 310 ml 73038 jaśminowy 40 24705 73038 9 - kartusz 310 ml 73022 beż bahama 40 24705 73022 8 - kartusz 310 ml 73043 średniobrązowy 40 24705 73043 3 - kartusz 310 ml 73023 czekoladowo-brązowy 40 24705 73023 5 - kartusz 310 ml 73034 brylantowo-biały 40 24705 73034 1 - kartusz 310 ml 73031 przezroczysty 40 24705 73031 0",90
ARDEX SC MATT,"Opis: Silikon matowy. Silikon uszczelniający ze środkiem grzybobójczym. Elastyczne wypełnianie szczelin dylatacyjnych, narożnych i końcowych. Łatwy do obróbki, dobre właściwości sczepne, odporny na wpływy warunków atmosferycznych, na promienie UV oraz stosowanych w handlu środków czyszczących i odkażających. Elastyczne wypełnianie szczelin dylatacyjnych, narożnych i łączących: – w łazienkach, prysznicach i toaletach; – w pomieszczeniach mieszkalnych na powłokach ceramicznych, przy drzwiach, oknach i elementach zabudowy; – na powłokach ceramicznych na balkonach, tarasach i fasadach. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Szerokość spoiny: do 30 mm. Temperatura pracy: +5°C do +40°C (temperatura podłoża). Główny czas wiązania: (ok. +23°C i 50% wilgotności powietrza) 15-25 min. Prędkość utwardzania: (ok. +23°C i 50% wilgotności powietrza) ok. 2 mm/dzień, ok. 7 mm/tydzień. Wytrzymałość termiczna: -50°C do +180°C. Względne wydłużenie: ok. 20% szerokości fugi. Twardość według Shore’a: ok. 26 Zużycie materiału: 5×5 mm: ok. 12,0 m.b. z kartusza; 10×10 mm: ok. 3,0 m.b. z kartusza przy fugach narożnych zużycie jest dwukrotnie mniejsze niż podane wyżej. Magazynowanie: w chłodnym i suchym miejscu do ok. 12 miesięcy.",91
ARDEX ST,"Opis: Silikon do kamienia naturalnego. Silikon uszczelniający ze środkiem grzybobójczym. Fugowanie kamieni naturalnych, jak marmur, granit, kwarcyt itd. Elastyczne wypełnianie szczelin dylatacyjnych, narożnych i łączących wewnątrz i na zewnątrz. Łatwy do obróbki, dobre właściwości sczepne, odporny na wpływy warunków atmosferycznych, na promienie UV oraz stosowanych w handlu środków czyszczących i odkażających. Elastyczne wypełnianie szczelin dylatacyjnych, narożnych i łączących: - w łazienkach, prysznicach i toaletach; - w pomieszczeniach mieszkalnych na powłokach ceramicznych, na drzwiach, oknach i elementach zabudowanych; - na powłokach ceramicznych na balkonach, tarasach i fasadach. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Szerokość spoin: do 30 mm na ścianach/do 15 mm na podłogach. Temperatura pracy: +5°C do +40°C (temperatura podłoża). Czas główny wiązania: (ok. +23°C i 50% wilgotności powietrza) ok. 15 min (po kilku godzinach powłoka jest już bardzo twarda). Prędkość utwardzania: (ok. +23°C i 50% wilgotność powietrza) ok. 1 mm/dzień, ok. 6 mm/tydzień. Wytrzymałość termiczna: -40°C do +120°C. Względne wydłużenie: ok. 20% szerokości fugi. Twardość według Shore’a: ok. 30. Zużycie materiału: 5×5 mm: ok. 12,0 m.b. z kartusza; 10×10 mm: ok. 3,0 m.b. z kartusza przy fugach narożnych zużycie jest dwukrotnie mniejsze niż podane wyżej. Magazynowanie: w chłodnym i suchym miejscu do ok. 12 miesięcy. Opakowanie Nr artykułu Kolor EAN-Nr Paleta 310 ml kartusz 73118 biały 40 24705 73118 8 - 310 ml kartusz 73114 srebrnoszary 40 24705 73114 0 - 310 ml kartusz 73117 kamienno-szary 40 24705 73117 1 - 310 ml kartusz 73116 antracytowy 40 24705 73116 4 - 310 ml kartusz 73119 piaskowobeżowy 40 24705 73119 5 - 310 ml kartusz 73115 beż jurajski 40 24705 73115 7 -",92
ARDEX CA 20 P,"Opis: Klej montażowy / Fuga elastyczna. 1-komponentowy klej montażowy na bazie krzemowodoru modyfikowany polimerami. Nie zawiera rozpuszczalników, wody oraz izocyjanianów. Dobre właściwości przylegające. Twardnieje, nie powodując kurczenia powierzchni dzięki elastycznym fugom odpornym na wibracje. Uszczelnia fugi w przypadku elementów wykonanych z metalu, drewna, ceramiki oraz tworzyw sztucznych. Klejenie i montowanie: -profili, listew cokołowych, listew zaciskowych, tuneli kablowych, -płyt izolacyjnych, -materiałów budowlanych wykonanych z drewna i tworzyw sztucznych, -profili metalowych, -elementów parkietowych, -płytek ceramicznych oraz innych materiałów do chłonnych i stabilnych podłoży. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Baza surowcowa: zmodyfikowany polimer na bazie krzemowodoru. Konsystencja: tiksotropowa. Kolor: biały. Zużycie materiału: 30-40 ml/lfdm (w zależności od przycięcia dyszy). Czas tworzenia się powłoki (23°C/50% rF): ok. 7-10 min. Czas wiązania (23°C/50% rF): ok. 3-4 mm/24 godziny. Temperatura pracy: +5°C do 35°C. Odporność na działanie temperatur: -40°C do +90°C (krótkotrwale do +200°C, 15-20 min). Możliwość użytkowania: 24-48 godz. (w zależności od warunków). EMICODE: EC1 R - bardzo niski poziom emisji. Magazynowanie: chronić przed mrozem, w oryginalnie zamkniętych opakowaniach 18 miesięcy w suchych pomieszczeniach. Opakowanie Nr artykułu EAN-Nr Paleta kartusz 310 ml 73129 40 24705 73129 4 90 kartonów",93
